"paper_table_order","paper_common_name","species","route","source_id","region","specificity","rung","dep_class","t_pathway","t_config","h_usemode","h_lifestage","h_config","review_flag","evidence","note","coder_id"
11,"Elf","Pomatomus saltatrix","H","Penney et al. (1999) - Long-term trends in catch and effort in the KwaZulu-Natal nearshore linefisheries.pdf","East","Low",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Elf is documented as a predatory pelagic gamefish occurring along the KwaZulu-Natal coast (East region, no kelp) and is a KZN linefish target. Occupation of non-kelp coastal habitat by an in-scope species is a level-0 observed_alternative on the habitat route. The prey-following (trophic) detail is ",,"agent:opus:rfbf-v7.1"
11,"Elf","Pomatomus saltatrix","H","Pradervand (2004) - Long-term trends in the shore fishery of the Transkei coast, South Africa.pdf","East","High",0,,"not_applicable","not_applicable","non-kelp","adult","not_applicable","no","P. saltatrix, the most abundant species (n=3414, all mature), recorded in the Transkei shore fishery (East, non-kelp); no diet or kelp-structure observation. Level-0 observed_alternative on the habitat route.",,"agent:opus:rfbf-v7.1"
11,"Elf","Pomatomus saltatrix","H","Pradervand and Govender (2003) - Assessment of catches in shore angling competitions from the border region of the Eastern Cape, South Africa.pdf","East","High",0,,"not_applicable","not_applicable","non-kelp","adult","not_applicable","no","Elf positively identified (n=238, all mature) in the Border surf-zone catch, Eastern Cape (East of kelp limit). Level-0 observed_alternative habitat record. No diet data; trophic route unassessed.",,"agent:opus:rfbf-v7.1"
11,"Elf","Pomatomus saltatrix","H","Pradervand and Hiseman (2006) - An analysis of the recreational shore fishery in the Goukamma Marine Protected Area.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","adult","not_applicable","no","Table 1 records 262 shad/elf (Pomatomus saltatrix) in the Goukamma MPA shore fishery, east of the eastern kelp limit, in non-kelp coastal habitat. Occurrence only, no diet or kelp-structure use, no measured availability. Level-0 observed-alternative habitat record. Trophic route unassessed.",,"agent:opus:rfbf-v7.1"
11,"Elf","Pomatomus saltatrix","H","Pradervand et al. (2007) - Long-term trends in the competitive shore fishery along the KwaZulu-Natal coast, South Africa.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","adult","not_applicable","no","Elf is the top teleost in this East-coast non-kelp shore fishery (9.7% by number), almost all mature (>99%), with a cool-season inshore catch peak. Documents occupancy of non-kelp coastal habitat; kelp not assessed. Level-0 observed_alternative, habitat route.",,"agent:opus:rfbf-v7.1"
11,"Elf","Pomatomus saltatrix","H","Rishworth et al. (2014) - Fish utilization of surf-zones. Are they changing? A case study of the Sheltered, warm-temperate King's Beach.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","both","not_applicable","no","Elf was caught in the King's Beach sandy surf-zone 100 m seine (6 individuals, mixed juvenile/adult). In-scope species occupying non-kelp habitat, East region, outside the kelp range. Level 0 observed_alternative on the habitat route.",,"agent:opus:rfbf-v7.1"
11,"Elf","Pomatomus saltatrix","H","Rishworth et al. (2015) - The nursery role of a sheltered surf-zone in warm-temperate southern Africa.pdf","East","Low",0,,"not_applicable","not_applicable","non-kelp","juvenile","not_applicable","no","Pomatomus saltatrix is captured (Table 2, n=1, early juvenile, TL 5.60 cm) in the King's Beach surf-zone, a non-kelp sandy habitat in the East region, giving a level-0 observed_alternative habitat record. No kelp is measured or mentioned, and no availability, comparator, or endpoint bears on kelp. S",,"agent:opus:rfbf-v7.1"
11,"Elf","Pomatomus saltatrix","H","Schramm (1991) - Grillotia perelica plerocercoids in mullet from estuaries in Transkei.pdf","East","Low",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Pomatomus saltatrix (n=5, Elf) was caught among the estuarine teleosts of the Transkei estuaries, documenting occurrence in a non-kelp estuarine habitat on the East coast. Level-0 observed_alternative on the habitat route; occurrence only, so Low specificity.",,"agent:opus:rfbf-v7.1"
11,"Elf","Pomatomus saltatrix","H","Schutte et al. (2020) - Changes in the fish community of the St Lucia estuarine system following Cyclone Gamede.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Pomatomus saltatrix was recorded as a marine species occupying the St Lucia estuarine system at trace CPUE, a non-kelp East-coast habitat (Table 1, total 0.003%). This is a level-0 observed_alternative on the habitat route. Diet was not examined, so the trophic route is unassessed. No kelp variable ",,"agent:opus:rfbf-v7.1"
11,"Elf","Pomatomus saltatrix","H","Sheppard et al. (2011) - What role do beds of submerged macrophytes play in structuring estuarine fish assemblages.pdf","East","Low",0,,"not_applicable","not_applicable","non-kelp","juvenile","not_applicable","no","Elf (Pomatomus saltatrix) was recorded once in the non-kelp Eastern Cape estuary during the senescent period. Level-0 habitat observed_alternative; kelp not considered.",,"agent:opus:rfbf-v7.1"
11,"Elf","Pomatomus saltatrix","H","Smale (1983) - Resource partitioning by top predatory teleosts in the eastern cape coastal waters South Africa.pdf","East","Low",0,,"not_applicable","not_applicable","non-kelp","both","not_applicable","no","Pomatomus saltatrix is documented as a pelagic predator over soft, sandy substrates in the eastern Cape, a non-kelp habitat. Level-0 observed_alternative on the habitat route; Low specificity because habitat is stated only at the pelagic-grouping level.",,"agent:opus:rfbf-v7.1"
11,"Elf","Pomatomus saltatrix","H","Smale (1984) - Inshore small-mesh trawling survey of the Cape south coast. Part 3. The occurrence and feeding of Argyrosomus hololepidotus, Pomatomus saltatrix and Merluccius capensis.pdf","East","High",0,,"not_applicable","not_applicable","non-kelp","juvenile","not_applicable","no","Juvenile P. saltatrix are documented as a pelagic midwater predator distributed over shallow soft-bottom coastal waters (CPUE greatest 0-19 m) sampled by otter trawl east of the kelp limit. Kelp structure is absent and unmentioned. This is a documented observation of an in-scope species occupying no",,"agent:opus:rfbf-v7.1"
11,"Elf","Pomatomus saltatrix","H","Smale (1987) - Food paritioning by coastal pedatory teleosts in South Africa.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","both","not_applicable","no","The source documents P. saltatrix occupying non-kelp habitat at the sampled place, time and life stage: all 400 specimens were taken inshore of Cape Recife, east of the eastern kelp limit, and the paper's habitat vocabulary throughout is confined to pelagic, reef and soft substrates. This is a level",,"agent:opus:rfbf-v7.1"
11,"Elf","Pomatomus saltatrix","H","Smale (2009) - The feeding habits of six pelagic and predatory teleosts in eastern Cape coastal waters (South Africa).pdf","East","Low",0,,"not_applicable","not_applicable","non-kelp","both","not_applicable","no","P. saltatrix is documented occupying eastern Cape inshore coastal water (Algoa Bay and environs), a non-kelp habitat east of the kelp limit, at the sampled place and time. The source records no action involving kelp structure, so the habitat route is a level-0 observed_alternative. Specificity is Lo",,"agent:opus:rfbf-v7.1"
11,"Elf","Pomatomus saltatrix","H","Smale and Buxton (1985) - recreational ski-boat fishery off the Eastern Cape.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","adult","not_applicable","no","Elf is a principal, quantified component of the Eastern Cape catch (Algoa Bay), east of the kelp limit, and is labelled a pelagic species. The catch documents occupancy of non-kelp pelagic/coastal habitat, a level-0 observed alternative on the habitat route. Life history (adult migration to Natal, j",,"agent:opus:rfbf-v7.1"
11,"Elf","Pomatomus saltatrix","H","Smale and Kok (2015)-The occurrence and feeding of Pomatomus saltatrix  elf  and Lichia amia  leervis  juveniles in two Cape south coast estuaries.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","juvenile","not_applicable","no","P. saltatrix juveniles were caught throughout Knysna estuary across a salinity gradient (12-35 per mille), with the largest catches in mixed estuarine waters above the railway bridge; the species is described as a midwater schooling predator. This documents occupancy of a non-kelp estuarine habitat ",,"agent:opus:rfbf-v7.1"
11,"Elf","Pomatomus saltatrix","H","Smale et al. (1993) - Analysis of the demersal community of fish and cephalopods on the Agulhas Bank, South Africa.pdf","East","Low",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Elf taken in Agulhas Bank demersal trawls (Appendix 1); occurrence in non-kelp shelf habitat east of the kelp limit. Level-0 observed_alternative on the habitat route.",,"agent:opus:rfbf-v7.1"
11,"Elf","Pomatomus saltatrix","H","Sowman (1984) - An assessment of recreational carrying capacity at Infanta, South Cape.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Table 11 records 85 elf (114.0 kg). The species is documented occupying non-kelp East-coast marine habitat east of the kelp limit; no trophic or kelp-structural observation: level-0 observed_alternative on the habitat route. Trophic route unassessed.",,"agent:opus:rfbf-v7.1"
11,"Elf","Pomatomus saltatrix","H","Strydom (2008) - Utilization of shallow subtidal bays associated with warm temperate rocky shores by the late-stage larvae of some inshore fish species, South Africa.pdf","East","Low",0,,"not_applicable","not_applicable","non-kelp","juvenile","not_applicable","no","A single Pomatomus saltatrix juvenile was recorded in these non-kelp subtidal bays east of the kelp limit, a documented occurrence of an in-scope species in a non-kelp habitat, giving a level-0 observed_alternative habitat record. Specificity is Low given the single individual.",,"agent:opus:rfbf-v7.1"
11,"Elf","Pomatomus saltatrix","H","Strydom et al. (2014) - Occurrence of larval fishes in a rocky shore-associated nursery area in temperate South Africa.pdf","East","Low",0,,"not_applicable","not_applicable","non-kelp","juvenile","not_applicable","no","Pomatomus saltatrix was recorded as four juveniles in Shark Bay, a non-kelp East-coast rocky-shore bay. Documented occupancy of a non-kelp habitat by an in-scope species: level-0 observed_alternative on the habitat route. Specificity low (few individuals, catch-record only).",,"agent:opus:rfbf-v7.1"
11,"Elf","Pomatomus saltatrix","H","Talbots (1955)-Notes on the biology of Rhabdosargus globiceps.pdf","West","Low",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Elf (Pomatomus saltatrix, recorded as P. saltator) is documented as a common predator present in the Klein River estuary, a non-kelp habitat. Level-0 observed_alternative on the habitat route.",,"agent:opus:rfbf-v7.1"
11,"Elf","Pomatomus saltatrix","H","Ter Morshuizen and Whitfield (1994) - The distribution of littoral fish associated with eelgrass Zostera capensis beds in the Kariega Estuary.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","juvenile","not_applicable","no","Pomatomus saltatrix (elf) was captured as a single incidental record in middle-reach eelgrass (Table II) of a non-kelp Eastern Cape estuary, with no kelp or diet observation. Level-0 observed_alternative, habitat route.",,"agent:opus:rfbf-v7.1"
11,"Elf","Pomatomus saltatrix","H","Van der Walt and Govender (1996) - Stock assessment of Sarpa salpa (Pisces, Sparidae) off the KwaZulu-Natal coast, South Africa.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Pomatomus saltatrix (Elf) is individually named and is the dominant species in the KwaZulu-Natal shore-angling catch (71.9% North Coast, 65.7% South Coast), characterised by the authors as a surf and gamefish species of the East-coast shore fishery. This documents an in-scope species occupying a non",,"agent:opus:rfbf-v7.1"
11,"Elf","Pomatomus saltatrix","H","Venter and Mann (2012) - Preliminary assessment of surf-zone and estuarine line-fish species of the Dwesa-Cwebe Marine Protected Area.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Recorded in the East-region non-kelp surf-zone (3 individuals, 0.28%). Kelp neither measured nor mentioned. Level-0 observed_alternative on the habitat route. No diet data, trophic route unassessed.",,"agent:opus:rfbf-v7.1"
11,"Elf","Pomatomus saltatrix","H","Wallace et al. (1984) - Inshore small-mesh trawling survey of the Cape south coast. Part 1. Introduction, methods, stations and catches.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Elf abundant in the soft-bottom trawl survey east of the kelp coast; non-kelp habitat occurrence. Level 0 observed_alternative on the habitat route; diet deferred to Part 3 (citation lead).",,"agent:opus:rfbf-v7.1"
11,"Elf","Pomatomus saltatrix","H","Wallace et al. (1984) - Inshore small-mesh trawling survey of the Cape south coast. Part 2. Occurrence of estuarine-associated fishes.pdf","East","High",0,,"not_applicable","not_applicable","non-kelp","both","not_applicable","no","Juveniles trawled abundantly on soft substrata and adults observed over rocky reef, on the Cape south coast east of the kelp limit. Documented non-kelp habitat occupancy across life stages; no kelp, diet or availability data here. Level-0 observed_alternative, habitat route.",,"agent:opus:rfbf-v7.1"
11,"Elf","Pomatomus saltatrix","H","Watt-Pringle and Strydom (2003) - Habitat use by larval fishes in a temperate South African surf zone.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","juvenile","not_applicable","no","Pomatomus saltatrix was recorded (two postflexion individuals) in a sandy inner surf zone east of the kelp limit, documenting occupancy of a non-kelp habitat. Level-0 observed_alternative on the habitat route; kelp not assessed. Specificity Medium given only two individuals.",,"agent:opus:rfbf-v7.1"
11,"Elf","Pomatomus saltatrix","H","Whitfield (2005) - Preliminary documentation and assessment of fish diversity in sub-Saharan African estuaries.pdf","West","Low",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","yes","Pomatomus saltatrix (marine immigrant) is listed among West-coast cool-temperate estuarine fish (Table 2), documenting non-kelp (estuarine) habitat use -> level-0 observed_alternative, habitat route. Secondary compilation.",,"agent:opus:rfbf-v7.1"
11,"Elf","Pomatomus saltatrix","H","Whitfield and Blaber (1978) - Food and feeding ecology of piscivorous fishes at Lake St Lucia, Zululand.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Pomatomus saltatrix (Elf, model_scope=true) was recorded occurring in South Lake of the St Lucia estuarine system, a kelp-free non-kelp habitat far east of the kelp coast. This is a documented occupation of a non-kelp habitat (level 0, observed_alternative). No trophic observation specific to this s",,"agent:opus:rfbf-v7.1"
11,"Elf","Pomatomus saltatrix","H","Whitfield et al. (1993) - A comparison of the ichthyofaunas in two permanently open eastern Cape estuaries.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","both","not_applicable","no","Pomatomus saltatrix (elf) was recorded across plankton, seine and gill nets in both eastern Cape estuaries (gill Kowie 1,3 per 100 h), documenting occupancy of non-kelp estuarine habitat: level-0 observed_alternative on the habitat route.",,"agent:opus:rfbf-v7.1"
11,"Elf","Pomatomus saltatrix","H","Whitfield et al. (2023) - Fishes of the Knysna Estuary.pdf","East","Low",0,,"not_applicable","not_applicable","non-kelp","juvenile","not_applicable","no","Elf juveniles are documented using estuarine conditions opportunistically, an occupancy of a non-kelp habitat, giving a level-0 observed_alternative habitat record.",,"agent:opus:rfbf-v7.1"
11,"Elf","Pomatomus saltatrix","H","Winker et al. (2013).pdf","Both","Low",0,,"not_applicable","not_applicable","non-kelp","adult","not_applicable","no","Elf is documented as a component of the SW and SE hand-line catch (Tables 1 and 2), establishing occurrence in the (non-kelp) commercial fishery grounds at the sampled place and time. Level 0 observed_alternative on the habitat route; no diet or kelp observation, so the trophic route is unassessed a",,"agent:opus:rfbf-v7.1"
11,"Elf","Pomatomus saltatrix","T","Marais (1984) - Feeding ecology of major carnivorous fish from four eastern Cape estuaries.pdf","East","High",0,,"non_kelp","not_applicable","not_applicable","both","not_applicable","no","Elf was caught and its diet analysed in the estuaries; it fed on estuarine fish (Gilchristella, mullets) and cephalopods (Sepia), none kelp-linked. A level-0 observed_alternative on the trophic route.",,"agent:opus:rfbf-v7.1"
11,"Elf","Pomatomus saltatrix","T","Sauer and Smale (1991) - Predation patterns on squid Loligo vulgaris reynaudll.pdf","East","High",0,,"non_kelp","outside","not_applicable","unspecified","not_applicable","no","Quantified stomach contents for Pomatomus saltatrix (n = 31, Table IIa, p. 520) from the south-eastern Cape spawning grounds, east of the eastern kelp limit. All identified prey are non-kelp: squid and pelagic teleosts. Kelp is never measured or mentioned as food or habitat in the source. Level-0 ob",,"agent:opus:rfbf-v7.1"
11,"Elf","Pomatomus saltatrix","T","Smale (1983) - Resource partitioning by top predatory teleosts in the eastern cape coastal waters South Africa.pdf","East","High",0,,"non_kelp","not_applicable","not_applicable","both","not_applicable","no","Pomatomus saltatrix in the eastern Cape feeds on pelagic schooling teleosts, squid (Loligo reynaudi) and mysids, all non-kelp prey east of the kelp range. Documented use of a non-kelp food resource, hence level-0 observed_alternative on the trophic route.",,"agent:opus:rfbf-v7.1"
11,"Elf","Pomatomus saltatrix","T","Smale (1984) - Inshore small-mesh trawling survey of the Cape south coast. Part 3. The occurrence and feeding of Argyrosomus hololepidotus, Pomatomus saltatrix and Merluccius capensis.pdf","East","High",0,,"non_kelp","not_applicable","not_applicable","juvenile","not_applicable","no","Pomatomus saltatrix juveniles (99.7% nought-year-old) are directly observed in the soft-bottom inshore trawl nursery east of the kelp limit. Their diet (Table 2, verified) is mysids, euphausiids, loliginids and pelagic/suprabenthic teleosts, none linked to a kelp food web. This is a documented non-k",,"agent:opus:rfbf-v7.1"
11,"Elf","Pomatomus saltatrix","T","Smale (1987) - Food paritioning by coastal pedatory teleosts in South Africa.pdf","East","High",0,,"non_kelp","outside","not_applicable","both","not_applicable","no","The source documents P. saltatrix (400 stomachs across four size groups from 20 to 70 cm, all taken inshore of Cape Recife, east of the eastern kelp limit) consuming exclusively non-kelp prey: clupeids, engraulids, Loligo reynaudi and, in the largest size group, Diplodus sargus, Pterogymnus laniariu",,"agent:opus:rfbf-v7.1"
11,"Elf","Pomatomus saltatrix","T","Smale (2009) - The feeding habits of six pelagic and predatory teleosts in eastern Cape coastal waters (South Africa).pdf","East","High",0,,"non_kelp","not_applicable","not_applicable","both","not_applicable","no","Pomatomus saltatrix is an in-scope predator whose diet in eastern Cape coastal water (mainly Algoa Bay) comprises pelagic schooling squid (Loligo reynaudi) and clupeid/engraulid teleosts. This is documented consumption of non-kelp food at the sampled place and time, with no kelp food-web link, givin",,"agent:opus:rfbf-v7.1"
11,"Elf","Pomatomus saltatrix","T","Smale and Kok (2015)-The occurrence and feeding of Pomatomus saltatrix  elf  and Lichia amia  leervis  juveniles in two Cape south coast estuaries.pdf","East","High",0,,"non_kelp","not_applicable","not_applicable","juvenile","not_applicable","no","Smale & Kok document the diet of juvenile P. saltatrix in Knysna estuary (Table 1) as estuarine crustaceans (Mysidacea Mesopedopsis slabberi, Penaeidae, Caridea; 81.7% dry mass in fish <100 mm) and estuarine teleosts (Hepsetia breviceps, Gobiidae, Sparidae, engraulids, unidentified teleosts; 96.8% d",,"agent:opus:rfbf-v7.1"
11,"Elf","Pomatomus saltatrix","T","Smale et al. (2001) - Behavioural interactions of predators and spawning chokka squid off South Africa.pdf","East","Medium",0,,"non_kelp","not_applicable","not_applicable","unspecified","not_applicable","no","Pomatomus saltatrix filmed attacking squid in the water column over Eastern Cape egg beds; a documented use of non-kelp prey (level-0 observed_alternative, trophic route). The stomach-content statement citing Smale (1986b) is a citation lead.",,"agent:opus:rfbf-v7.1"
11,"Elf","Pomatomus saltatrix","T","van der Elst (1988) - Shelf ichthyofauna of Natal.pdf","East","Low",0,,"non_kelp","not_applicable","not_applicable","adult","not_applicable","yes","The elf is documented as a pilchard predator migrating into the kelp-free Natal (East) region during the sardine run, a non-kelp trophic resource; this is a level-0 observed_alternative on the trophic route. The specific claim is attributed to van der Elst (1976), recorded also as a citation lead.",,"agent:opus:rfbf-v7.1"
13,"Garrick","Lichia amia","H","Beckley (1983) - The ichthyofauna associated with Zostera capensis Setchell in the Swartkops estuary, South Africa.pdf","East","Low",0,,"not_applicable","not_applicable","non-kelp","juvenile","not_applicable","no","Three juvenile leervis (Lichia amia, 46-98 mm) were caught in the Zostera beds of an East-coast estuary. Documented occupancy of a non-kelp seagrass/estuarine habitat gives a level-0 observed_alternative habitat record. Low specificity given only three specimens; no kelp evidence.",,"agent:opus:rfbf-v7.1"
13,"Garrick","Lichia amia","H","Beckley (1984) - The ichthyofauna of the sunday estuary South Africa with particular reference to the juvenile marine component.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","juvenile","not_applicable","no","Juvenile/subadult leervis caught in the Sundays Estuary, a non-kelp habitat in the East region. No kelp present or assessed. Level-0 observed_alternative on the habitat route.",,"agent:opus:rfbf-v7.1"
13,"Garrick","Lichia amia","H","Beckley (1984) - The ichthyofauna of the Sundays Estuary, South Africa, with particular reference to the juvenile marine component.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","juvenile","not_applicable","no","Juvenile/subadult leervis (Lichia amia) occupied the Sundays Estuary (n=11, 49-315 mm, all reaches, 6 months), a non-kelp estuarine habitat in the East region; the discussion additionally places juveniles in estuaries and on sandy beaches. Level-0 observed_alternative habitat record; no kelp involve",,"agent:opus:rfbf-v7.1"
13,"Garrick","Lichia amia","H","Beckley and Buxton (1989) - UNDERWATER OBSERVATIONS OF REEF FISH IN AND AROUND ALGOA BAY, SOUTH AFRICA.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","adult","not_applicable","no","Leervis/garrick observed infrequently and in low numbers over Algoa Bay non-kelp rocky reef East of the kelp range. Level-0 observed_alternative on the habitat route.",,"agent:opus:rfbf-v7.1"
13,"Garrick","Lichia amia","H","Beckley et al. (2008) - Few fish but many fishers, a case study of shore-based recreational angling in a major South African estuarine port.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","East-region estuarine port; Lichia amia identified in the shore-angling catch (Table 3 cont.; 6 individuals, 0.36%; 10.03 kg), documenting occurrence in a non-kelp estuarine habitat. No kelp present or examined; no diet data. Level-0 observed_alternative habitat record.",,"agent:opus:rfbf-v7.1"
13,"Garrick","Lichia amia","H","Bennett (1989) - The fish community of a moderately exposed beach on the southwestern Cape Coast of South Africa and an assessment of this habitat as a nursery for juvenile fish.pdf","West","High",0,,"not_applicable","not_applicable","non-kelp","juvenile","not_applicable","no","Garrick/leervis (Lichia amia) occurred seasonally (Nov–Feb) in the Fishoek sandy surf-zone (N=13, 23% of hauls) as juveniles, classified a juvenile migrant using both surf-zone and estuaries (Table 3, category 3). Both documented habitats are non-kelp; kelp is not measured or mentioned. Level-0 obse",,"agent:opus:rfbf-v7.1"
13,"Garrick","Lichia amia","H","Blaber (1974b)_Population structure and growth of juvenile Rhabdosargus holubi in a closed estuary.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","juvenile","not_applicable","no","Hypacanthus amia (L.), the leervis/garrick, is the accepted-name synonym of Lichia amia; identity is unambiguous from the L. authority and the piscivorous-predator description. Fifty individuals (modal size 90-200 mm S.L.) were captured in the closed West Kleinemond estuary in 1971 and their modal-s",,"agent:opus:rfbf-v7.1"
13,"Garrick","Lichia amia","H","Brouwer and Buxton (2002) - Catch and effort of the shore and skiboat linefisheries along the South African Eastern Cape coast.pdf","East","Low",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Leervis/garrick recorded in the Eastern Cape shore and recreational skiboat catches, east of the kelp limit: level-0 observed_alternative, habitat route.",,"agent:opus:rfbf-v7.1"
13,"Garrick","Lichia amia","H","Clark et al. (1994) - Assessment of the impact of commercial beach-seine netting on juvenile teleost populations in the surf zone of False Bay, South Africa.pdf","West","Low",0,,"not_applicable","not_applicable","non-kelp","juvenile","not_applicable","no","Juvenile Lichia amia were caught (47 individuals; 3,6% of hauls) in the sandy/mixed-shore surf zone of False Bay, 1991–1992. Documented occupancy of a non-kelp habitat = level-0 observed_alternative on the habitat route. Kelp not measured or mentioned; no diet observation, so trophic route unassesse",,"agent:opus:rfbf-v7.1"
13,"Garrick","Lichia amia","H","Coatzee (1982) - Stomach content analysis of the leervis Lichia amia.pdf","East","Low",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","The source documents Lichia amia (in scope) occupying the Swartvlei estuarine system, a non-kelp habitat, where 222 specimens were captured by gill net across three estuarine stations over 1978-1980. This is a documented observation of an in-scope species occupying a non-kelp habitat at the sampled ",,"agent:opus:rfbf-v7.1"
13,"Garrick","Lichia amia","H","Cowley et al. (2013) - The trouble with estuarine fisheries in temperate South Africa, illustrated by a case study on the Sundays Estuary.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","The survey records leervis occupying the Sundays Estuary (non-kelp habitat) in the East region, east of the eastern kelp limit. Catch of 25 (Table 1). No kelp presence and no diet data. Level-0 observed_alternative on the habitat route.",,"agent:opus:rfbf-v7.1"
13,"Garrick","Lichia amia","H","Cowley et al. (2017) - Reflection on the first five years of South Africa's Acoustic Tracking Array Platform (ATAP), status, challenges and opportunities.pdf","Both","Medium",0,,"not_applicable","not_applicable","non-kelp","adult","not_applicable","no","The source presents its own ATAP case-study data (Figure 4d; SAIAB unpublished) of adult leervis undertaking large-scale coastal migrations spanning the Western and Eastern Cape, a non-kelp open-coast movement corridor. This documents an in-scope species using a non-kelp alternative at a stated plac",,"agent:opus:rfbf-v7.1"
13,"Garrick","Lichia amia","H","Dicken (2010) - The ichthyofauna in the Port of Ngqura, South Africa.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","juvenile","not_applicable","no","Garrick (mostly immature, n=809) caught mainly at the sandy-shore and boat-channel (non-kelp) habitats in Algoa Bay east of the kelp limit. The author's suggestion that the sandy shore affords hunting conditions is speculative and unrelated to kelp. Level-0 observed_alternative on the habitat route.",,"agent:opus:rfbf-v7.1"
13,"Garrick","Lichia amia","H","Dicken et al. (2012) - Long-term catch and effort trends in Eastern Cape Angling Week competitions.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","both","not_applicable","no","Eastern Cape shore fishery east of the kelp limit; Table 1 records Lichia amia caught in non-kelp habitat (55 fish). Level-0 observed_alternative on the habitat route. Trophic route unassessed (no diet data).",,"agent:opus:rfbf-v7.1"
13,"Garrick","Lichia amia","H","Dopolo et al. (2013) - Line Fish conference paper.pdf","Both","Low",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Caught by shore anglers adjacent to Agulhas NP (n=3). A catch-composition record with no diet data and no kelp mention. It documents the species occurring in a non-kelp Agulhas open-shore setting at/near the eastern kelp limit, so it is a level-0 observed_alternative on the habitat route. No trophic",,"agent:opus:rfbf-v7.1"
13,"Garrick","Lichia amia","H","du Preez et al. (1993) - Laboratory studies on the food intake of six surf zone fish species.pdf","East","Low",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Leervis is a surf-zone assemblage member collected from the eastern Cape near-shore (East, non-kelp), documenting occupancy of a non-kelp habitat (level-0 habitat observed_alternative). No kelp structure or use observed; Low specificity.",,"agent:opus:rfbf-v7.1"
13,"Garrick","Lichia amia","H","Dunlop & Mann (2013)-An assessment of participation catch and effort in the offshore boat based line fishery in KZN.pdf","East","Low",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","East-region KZN catch survey; no kelp. Garrick (coastal predatory carangid) recorded in the recreational catch, documenting occurrence in non-kelp KZN coastal waters. Level-0 observed_alternative, habitat route.",,"agent:opus:rfbf-v7.1"
13,"Garrick","Lichia amia","H","Dunlop and Mann (2012) - An assessment of participation, catch and effort in the KwaZulu-Natal shore-based marine linefishery, with comments on management effectiveness.pdf","East","High",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Lichia amia was caught (22) in the KZN (East) non-kelp shore fishery and contributed substantially by weight (13.5%). Documented occurrence of an in-scope species in non-kelp east-coast habitat = level-0 observed_alternative (habitat route). No diet or kelp data.",,"agent:opus:rfbf-v7.1"
13,"Garrick","Lichia amia","H","Dunlop et al (2015) Movement Patterns of Lichia amia (Teleostei Carangidae)_Results from long term cooperative tagging project.pdf","Both","Medium",0,,"not_applicable","not_applicable","non-kelp","both","not_applicable","no","Lichia amia is in model scope. This long-term tag-recapture study documents the species occupying estuarine and near-shore inshore habitat (within 500 m of shore, seldom deeper than 50 m): juveniles are resident in estuaries of the SE and SW regions and adults migrate in the near-shore marine enviro",,"agent:opus:rfbf-v7.1"
