"paper_table_order","paper_common_name","frame_id","record_id","source_id","species","route","region","rung","level_source","specificity","life_stage","unit_of_inference","t_pathway","t_config","h_usemode","h_config","spatial_scale","temporal_scale","review_required","reasoning"
18,"Roman","S0163","R21","Lechanteur (1999) - The ecology and management of false bay reef fish.pdf","Chrysoblephus laticeps","T","West",0,"ai","High","both","individual","non_kelp","not_applicable","not_applicable","not_applicable","False Bay (stomachs collected within False Bay)","Mar 1993 to Jun 1994","no","Red roman's False Bay diet is large reef-associated prey (octopus, crabs, molluscs, echinoids, ascidian contents); the source explicitly notes it was never observed feeding away from reef and no prey is linked to the kelp food web. This is a level-0 observed alternative on the trophic route (non-kelp reef prey). Note the separate habitat record (R03) reaches level 2 via kelp foraging."
18,"Roman","S0165","R03","Lechanteur and Griffiths (2002) - Diets of common suprabenthic reef fish in False Bay, South Africa.pdf","Chrysoblephus laticeps","T","West",0,"ai","High","adult","individual","non_kelp","not_applicable","not_applicable","not_applicable","False Bay (Western Cape), reef site, 0-25 m","March 1993-June 2001, year-round","no","Primary quantified diet (51 stomachs, adult) documents a benthic macro-predator taking octopus, crabs and molluscs in False Bay, all non-kelp prey with no source-stated kelp food-web link. Trophic observed_alternative, level 0."
18,"Roman","S0202","R01","Penrith (1972) - THE BEHAVIOUR OF REEF-DWELLING SPARID FISHES.pdf","Chrysoblephus laticeps","T","West",0,"ai","Medium","both","observation","non_kelp","not_applicable","not_applicable","not_applicable","Individual reefs within False Bay, 5-30 m depth","Opportunistic SCUBA observations, late 1960s to 1972","no","Chrysoblephus laticeps is in scope. The source documents its diet directly from SCUBA observation in False Bay (West): juveniles feed on minute organisms in weed/Caulerpa; large fish take small fishes, cephalopods and crustaceans. None of this prey is kelp or is linked by the source to the kelp food web, and kelp is never mentioned. This is a documented non-kelp diet at the sampled place, time and life stage, so it is a level-0 observed_alternative on the trophic route."
19,"Red steenbras","S0360","R25","Attwood et al. (2011) - Bycatch in South Africa's inshore trawl fishery as determined from observer records.pdf","Petrus rupestris","H","East",0,"ai","Low","unspecified","observation","not_applicable","not_applicable","non-kelp","not_applicable","Agulhas Bank inshore trawl grounds, Cape Agulhas to Great Kei River, ~80-110 m depth","Observer records 2003-2006","no","Caught as trace bycatch on the deep Agulhas Bank grounds, east of and below the kelp zone. Non-kelp habitat occurrence = level-0 observed_alternative (habitat). Diet not examined; trophic route unassessed."
19,"Red steenbras","S0009","R23","Attwood et al. (2011) - Bycatch in South Africa’s inshore trawl fishery.pdf","Petrus rupestris","H","East",0,"ai","Medium","unspecified","observation","not_applicable","not_applicable","non-kelp","not_applicable","Inshore trawl grounds, Agulhas Bank, Cape Agulhas to Great Kei River; trawling concentrated at 80-110 m.","3570 observed trawls, 2003-2006.","no","P. rupestris was caught at 0.7 t per year on the inshore trawl grounds at 80-110 m east of the kelp limit, and is listed among the handline-fishery species making up 10.7% of the total catch (p. 2169). This documents occupancy of non-kelp soft-bottom habitat. Kelp and diet are never mentioned, so the trophic route is unassessed. Level 0 observed alternative; levels 1-5 unsupported."
19,"Red steenbras","S0007","R25","Attwood et al. (2013) - the Proceedings of the 4th Linefish symposium.pdf","Petrus rupestris","H","East",0,"ai","Low","unspecified","observation","not_applicable","not_applicable","non-kelp","not_applicable","Stilbaai MPA, Geelkrans reef, south coast (east of Cape Agulhas)","11 Oct - 30 Nov 2011 BRUV survey","no","Petrus rupestris recorded on rocky reef (5-41 m) by BRUV in the Stilbaai MPA (East); kelp is never mentioned, a level-0 habitat observed alternative (non-kelp reef)."
19,"Red steenbras","S0017","R13","Beckley and Buxton (1989) - UNDERWATER OBSERVATIONS OF REEF FISH IN AND AROUND ALGOA BAY, SOUTH AFRICA.pdf","Petrus rupestris","H","East",0,"ai","Medium","both","observation","not_applicable","not_applicable","non-kelp","not_applicable","Algoa Bay, 11 subtidal rocky-reef localities, 0-25 m depth (mean 12 m)","February 1981 to May 1982; 49 dives (19 at Philip's Reef)","no","Red steenbras observed infrequently (5% at Philip's Reef), adults and juveniles, on non-kelp rocky reef East of the kelp range. Level-0 observed_alternative on the habitat route."
19,"Red steenbras","S0032","R01","Brouwer (2002) - Movement patterns of red steenbras.pdf","Petrus rupestris","H","East",0,"ai","Medium","both","individual","not_applicable","not_applicable","non-kelp","not_applicable","Tsitsikamma National Park, a 75-km stretch of coastline between the Groot River East (34°06'S, 24°11'E) and the Groot River West (33°59'S, 23°34'E), with an offshore extent of 5.6 km including reefs from the shore to about 100 m depth; recaptures of adults extended north-east along the coast to the Transkei Coast (distances to approximately 600 km per Fig. 1).","Tagging between January 1996 and January 1999 over 436.6 hours of fishing; times at liberty 103-1 371 days (mean 547 days) for resident juveniles and 330-1 482 days (mean 971 days) for movers.","no","Petrus rupestris is in the model scope and is the subject species of this tag-recapture study, so the habitat route is genuinely assessed rather than silent. The source documents individual red steenbras of both life stages (250-1 050 mm FL; resident juveniles <600 mm and migrating adults >700 mm) being caught and recaptured on reefs throughout the Tsitsikamma National Park, with reefs extending from the shore to about 100 m depth (E02, E03, E04). Under the protocol, a catch study with habitat context that records an in-scope species on reef is an observed_alternative coded at level 0 even where kelp is neither measured nor mentioned, which is exactly this case: the word kelp, Ecklonia, and any algal habitat descriptor are absent from the entire source. The study area (23°34'E to 24°11'E, with recaptures extending north-east to the Transkei Coast) lies wholly east of the eastern kelp limit near Cape Agulhas and De Hoop, hence region East. The record is capped at level 0 and cannot rise: there is no observation of occurrence with kelp (level 1), no documented action involving kelp structure (level 2), no defined or measured available habitat set (level 3), no vital-rate or demographic endpoint attributable to kelp (level 4), and no kelp-loss counterfactual (level 5). Displacement distance is the only response variable and is not an endpoint class in this protocol. This is emphatically not a tested_absence: the protocol states that a site outside the kelp range is not automatically a tested absence, and here the source neither defines an opportunity for a kelp link nor uses a method (baited hooks) capable of detecting one, so the detection gates are not_assessed rather than no. Specificity is Medium rather than High because the habitat context is a qualitative sampling-frame statement ('on reefs'), notwithstanding that fish numbers and times at liberty are quantified; no quantified habitat-use or habitat-composition measure exists. No trophic record is returned: the source makes no diet-relevant observation whatsoever, and feeding is referred to only as a citation to Smale (1986), which is retained as a citation lead. The trophic route is therefore unassessed silence, not level 0. Statements about the species' range (False Bay to KwaZulu-Natal), range contraction, and Agulhas Bank stock structure are all attributed to other publications and are recorded as citation leads rather than as evidence for this source."
19,"Red steenbras","S0666","R55","Brouwer and Buxton (2002) - Catch and effort of the shore and skiboat linefisheries along the South African Eastern Cape coast.pdf","Petrus rupestris","H","East",0,"ai","Low","unspecified","observation","not_applicable","not_applicable","non-kelp","not_applicable","Eastern Cape coast, Still Bay (21 deg 20 min E) to Kei Mouth (28 deg 23 min E), 982 km","1994-1996","no","Red steenbras recorded in the Eastern Cape recreational and commercial skiboat catches, east of the kelp limit: level-0 observed_alternative, habitat route."
19,"Red steenbras","S0041","R15","Burger (1990) - The distribution patterns and community structure of the Tsitsikamma rocky littoral ichthyofauna.pdf","Petrus rupestris","H","East",0,"ai","High","unspecified","site","not_applicable","not_applicable","non-kelp","not_applicable","Tsitsikamma National Park and adjacent exploited reefs, south coast of South Africa (~34 S, Agulhas warm-temperate province, east of the eastern kelp limit); intertidal rock-pools and rocky reef 5-30 m","1988-1990","no","East-region record beyond the kelp coast. Petrus rupestris, the key reef predator, was recorded on non-kelp deep reef at Tsitsikamma, where no kelp forest occurs. Documented occurrence in a non-kelp habitat: level-0 observed_alternative on the habitat route."
19,"Red steenbras","S0454","R13","Button (2018) - Remotely operated vehicle exploring ichthyofauna association with habitat from shore-shelf, in an endemism hotspot in South Africa.pdf","Petrus rupestris","H","East",0,"ai","Low","unspecified","observation","not_applicable","not_applicable","non-kelp","not_applicable","58 grid cells of 464x464 m off the Kei River mouth, 30-162 m depth","21 ROV dives, 30 January to 21 May 2017","no","ROV census off the Kei River mouth (East of the kelp limit) recorded red steenbras (Petrus rupestris) in 7% of 58 grid cells on non-kelp shelf reef habitat. Documented occupancy of non-kelp habitat gives a level-0 observed_alternative on the habitat route; kelp absent and unassessed. No trophic data, so the trophic route is unassessed."
19,"Red steenbras","S0042","R04","Button et al. (2021) - mesophotic fish and associated habitats across the continental shelf of the Amathole region.pdf","Petrus rupestris","H","East",0,"ai","Medium","unspecified","site","not_applicable","not_applicable","non-kelp","not_applicable","117 sample sites, each a 0.25 x 0.25 nautical mile (463 x 463 m) grid cell, along 42 ROV transects across the Amathole continental shelf off East London and the Kei River (approx. 27.8-28.6 degrees E, 32.8-33.3 degrees S); transect depth range 30-170 m. The assemblage this species characterises is situated on the shelf-edge.","January to May 2017; 54 h of footage from 42 transect dives.","no","The source observes Petrus rupestris on ROV transect video on the Amathole mesophotic shelf (Results p. 3; Figure 2c verified on the rendered page, showing the fish over an encrusted seabed with no kelp in frame), reports that it characterises one of three unique shelf-edge assemblages (Discussion p. 6), and describes the shelf-edge as critical habitat for it (Discussion p. 8). This is documented occupancy of non-kelp mesophotic habitat: an observed_alternative at level 0. Kelp is never mentioned, no kelp category appears in the measured habitat set, and the study area is east of the eastern limit of Ecklonia maxima, so cooccurrence_with_kelp and kelp_link are not_assessed and no kelp detection opportunity is defined; a site outside the kelp range is not a tested absence. Specificity is Medium: occupancy and the assemblage characterisation are clear, but no quantified habitat association is reported for this species. Challenge pass, with attention to the strongest temptation in this record: the phrase 'critical habitat' on p. 8 is a management recommendation drawn from an assemblage-composition analysis, not a measured availability comparison, a vital-rate endpoint or a loss counterfactual, so it supports no rung above 0 and in any case concerns the shelf-edge rather than kelp. Identity is certain and in the frame; the occupancy is by the species itself; nothing on another page narrows the record. Life stage is unspecified."
19,"Red steenbras","S0049","R03","Buxton and Smale (1989) - Abundance and distribution patterns of 3 temperate marine reef fish in South Africa.pdf","Petrus rupestris","H","East",0,"ai","High","both","site","not_applicable","not_applicable","non-kelp","not_applicable","Three sites (Waterfall, Knoll, Rheeders) inside the Tsitsikamma Coastal National Park (60 km of coast between 34 deg 59'S, 23 deg 34'E and 34 deg 04'S, 24 deg 12'E) and an exploited site off Cape Recife (34 deg 02'S, 25 deg 42'E), c. 150 km apart. Point counts of 8 m radius, at 6-27 m depth.","November 1984 to August 1985 in the Tsitsikamma area; November 1984 to April 1985 in the Cape Recife area, plus a further five transects at Cape Recife in April 1986.","no","Level 0, observed alternative. P. rupestris was censused by point count on sandstone reef at Tsitsikamma and Cape Recife, with quantified density (0.0102 +/- 0.0118 fish m-2, 63 point counts) and measured contrasts by reef relief and depth (Table 3, verified on the rendered page). The source records its own observation of the species ranging freely over the transect area. This is documented occupancy of a non-kelp habitat at the sampled place, time and life stage. Kelp appears nowhere in the source, and both areas lie east of Cape Agulhas, hence East and outside the range of Ecklonia maxima. Level 1 fails for want of any documented occurrence with kelp. Levels 3 to 5 fail because no kelp available set was defined or measured, no kelp comparator or counterfactual exists, and the only comparator in the design is exploited versus unexploited area, which isolates fishing pressure rather than kelp. Note that the source describes P. rupestris as a 'free-ranging piscivore' and states that it feeds on small fish, but the latter is attributed to Buxton 1984, Smale 1986 and Buxton 1987 and is recorded as a citation lead rather than as trophic evidence from this source. Specificity is High because the non-kelp occupancy is directly and quantitatively documented with stated denominators and tests, though specificity does not raise the level. Not coded as tested_absence, because the locality lies outside the kelp range and the source defined no kelp detection opportunity."
19,"Red steenbras","S0728","R25","Cottrant (2024) - Assessing conservation measures for five southern African endemic shark species.pdf","Petrus rupestris","H","West",0,"ai","Low","unspecified","observation","not_applicable","not_applicable","non-kelp","not_applicable","Walker Bay, Western Cape (BRUV survey across kelp/reef/sand)","Jan 2018-Aug 2019 (BRUV)","no","Recorded once on baited remote underwater video in Walker Bay across a kelp/reef/sand survey (Table 2, Red steenbras). Presence documented but substrate not resolved. Coded Level-0 observed-alternative."
19,"Red steenbras","S0417","R14","Currie (2017) - Historical baselines and a century of change in the demersal fish assemblages on South Africa's Agulhas Bank.pdf","Petrus rupestris","H","East",0,"ai","Medium","unspecified","observation","not_applicable","not_applicable","non-kelp","not_applicable","Inshore Agulhas Bank re-survey trawl grounds (Cape Infanta, Mossel Bay, Bird Island), ~78-90 m; offshore demersal shelf east of the kelp limit.","Historical 1903/1904 and 2015 re-surveys.","no","Red steenbras caught in demersal trawls on the offshore Agulhas Bank grounds (Table 8, historical median 0.03, absent in re-surveys). Documents occupancy of a non-kelp continental-shelf habitat = level-0 observed_alternative (habitat route). No diet data; trophic route unassessed."
19,"Red steenbras","S0566","R13","De Vos et al. (2014) - Optimal BRUVs survey design for reef fish monitoring in the Stilbaai Marine Protected Area.pdf","Petrus rupestris","H","East",0,"ai","High","unspecified","site","not_applicable","not_applicable","non-kelp","not_applicable","Geelkrans no-take zone (11.3 km²) of the Stilbaai MPA; 29 BRUVs sites; 5–41 m depth","Single BRUVs survey over six sampling days, c. 2013","no","Recorded at 17 of 29 BRUVs sites on non-kelp sandstone reef at Stilbaai, east of the kelp limit. No kelp present or measured; a level-0 observed_alternative on the habitat route. Feeding guild is secondary; trophic route unassessed."
19,"Red steenbras","S0093","R23","Dyer (2018) - The role of ecological processes in structuring reef fish communities in the Agulhas ecoregion South Africa.pdf","Petrus rupestris","H","East",0,"ai","High","unspecified","observation","not_applicable","not_applicable","non-kelp","not_applicable","Rocky reef complexes, 12-76 m depth, Agulhas Ecoregion","Snapshot stereo-BRUV survey; TNP MPA July 2014, Algoa Bay April 2015","no","Recorded on rocky reef via stereo-BRUVs at all four reefs in the Agulhas Ecoregion, east of the eastern kelp limit. Occupancy of non-kelp rocky-reef habitat; no kelp action observed and diet not examined. Level-0 observed_alternative on the habitat route."
19,"Red steenbras","S0100","R11","Fennessy et al. (2003) - An assessment of the recreational and commercial skiboat fishery in the Transkei.pdf","Petrus rupestris","H","East",0,"ai","Medium","unspecified","observation","not_applicable","not_applicable","non-kelp","not_applicable","Transkei coast, Eastern Cape, South Africa; east of the Ecklonia maxima kelp limit.","March 1997-April 1999.","no","Red steenbras was a dominant reef-fishery species, especially in the southern Transkei (Kei Mouth, 69.9% of commercial weight). East of the kelp limit, no kelp mentioned; documented non-kelp reef occurrence. Level-0 observed_alternative, habitat route; trophic route unassessed."
19,"Red steenbras","S0105","R02","Garratt (1988) - seasonal abundance and spawning of some important offshore linefish in Natal and Transkei waters.pdf","Petrus rupestris","H","East",0,"ai","Medium","adult","observation","not_applicable","not_applicable","non-kelp","not_applicable","Offshore Natal and Transkei waters, east-coast South Africa; most P. rupestris caught off the Msikaba River, and by lineboats between Port Edward and Mazeppa Bay.","Historical/skiboat catch statistics (1930-1933, 1979) plus hook-and-line sampling August 1983, September 1984 and August-December 1986.","no","P. rupestris was caught by hook and line as mature adults in offshore Natal/Transkei waters (Msikaba River, Port Edward-Mazeppa Bay), a reef-associated east-coast species sampled well beyond the eastern kelp limit. This documents an in-scope species occupying a non-kelp habitat at a stated place, time and life stage: a level-0 observed_alternative habitat record. No kelp structure use is documented, precluding any higher rung."
19,"Red steenbras","S0453","R04","Geldenhuys (2015) - Quantitative fish survey of the submarine canyons of the iSimangaliso Wetland Park.pdf","Petrus rupestris","H","East",0,"ai","High","unspecified","observation","not_applicable","not_applicable","non-kelp","not_applicable","Submarine canyons along ~78 km of shelf break off Sodwana Bay, northern KwaZulu-Natal, South Africa (East coast); ROV video census, 60-160 m depth","ROV survey 10 April - 13 May 2013 (ACEP iSimangaliso Coelacanth Expedition)","no","Deep-reef ROV video census off Sodwana Bay (northern KwaZulu-Natal), far east of the kelp limit; region East, non-kelp habitat. Petrus rupestris (red steenbras) was recorded occupying deep subtropical reef/canyon habitat in three canyons (Wright, Jesser, Chaka) across ~100-130 m (Table 3 and Appendix 1, visually verified), with corroborating prose noting several sightings (Section 5.3). Kelp is neither present nor mentioned. This is a level-0 observed_alternative on the habitat route. The trophic route is unassessed (occurrence/abundance only, no diet)."
19,"Red steenbras","S0474","R29","Gonzalez (2024) - Baited remote underwater video surveys report, Stilbaai Marine Protected Area (2013-2016).pdf","Petrus rupestris","H","East",0,"ai","Medium","unspecified","observation","not_applicable","not_applicable","non-kelp","not_applicable","Stilbaai MPA (~20 km2), warm-temperate south coast of the Western Cape, east of Cape Agulhas/De Hoop and beyond the eastern limit of Ecklonia maxima; reef, rocky and sand sites","2013-2016 (57 BRUV deployments)","no","Petrus rupestris was recorded by baited remote underwater video in the Stilbaai MPA (Table 3; present in 2013, 2014, 2015, 2016 per Table 4) and was the most abundant IUCN-threatened species observed. Stilbaai lies on the warm-temperate south coast east of Cape Agulhas/De Hoop, beyond the eastern range limit of Ecklonia maxima, and the report explicitly states that the survey habitats were reef, rocky and sand and that kelp was not present in the dataset (Section 2.1, 'the data that was given to use did not include kelp'). The observation is therefore of the species occupying a non-kelp habitat at the sampled place, time and (unspecified) life stage, coding as a level-0 observed alternative on the habitat route. No kelp co-occurrence, kelp-structure action, availability comparison, or demographic endpoint is measured. The trophic route is unassessed: the survey used sardine bait and recorded no natural diet, so no trophic observation exists."
19,"Red steenbras","S0331","R33","Götz et al. (2008) - Selected fishery and population parameters of eight shore-angling species in the Tsitsikamma National Park no-take marine reserve.pdf","Petrus rupestris","H","East",0,"ai","Low","unspecified","observation","not_applicable","not_applicable","non-kelp","not_applicable","~5 km research fishing area, western section of the 320 km² Tsitsikamma National Park MPA","February 1998–December 2005; 43 field trips, 184 days","no","Red steenbras caught in the TNP shore-angling survey (Table 1, n=2) at a non-kelp rocky-reef site on the Eastern Cape coast. Occurrence documented; no diet data and no kelp structural action. Level-0 observed_alternative on the habitat route; low specificity. Trophic route unassessed."
19,"Red steenbras","S0522","R18","Gotz et al. (2009) - Effects of fishing on a temperate reef community in South Africa 1, ichthyofauna.pdf","Petrus rupestris","H","East",0,"ai","Medium","unspecified","observation","not_applicable","not_applicable","non-kelp","not_applicable","Goukamma MPA and adjacent exploited area, south-east coast of South Africa; site-level reef counts","2000-2004 (angling); summer 2001-2004 (UVC)","no","Red steenbras was recorded by angling and UVC at Goukamma rocky-reef sites in the East region, occupying non-kelp rocky reef without kelp measured or mentioned: Level 0 observed alternative on the habitat route."
19,"Red steenbras","S0113","R17","Götz et al. (2009) - fishing on a temperate reef community in South Africa 1- ichthyofauna.pdf","Petrus rupestris","H","East",0,"ai","Medium","unspecified","site","not_applicable","not_applicable","non-kelp","not_applicable","Goukamma MPA (40 km2) and immediately adjacent exploited area; ~150 km2 study area over 27 km of coastline, to 5 km offshore; warm-temperate south-east coast of South Africa","2000-2004; standardised angling across seasons, UVC restricted to summer","no","Petrus rupestris was recorded on warm-temperate rocky reef at the Goukamma MPA study area (south-east coast, near Knysna), which lies east of the Cape Agulhas kelp limit and outside the Ecklonia maxima range. The survey (standardised angling and/or UVC over rocky substrate) documents the species occupying a non-kelp reef habitat (standardised angling n=9; UVC n=15). This is a documented observation of an in-scope species occupying a non-kelp habitat at the sampled place, time and life stage, which is a level-0 habitat observed_alternative even though kelp is neither measured nor mentioned. No kelp co-occurrence, structural use, selection, contribution or dependence is assessed for this species; diet is not measured in this paper (the companion part-2 paper covers benthic invertebrates and algae)."
19,"Red steenbras","S0114","R15","Götz et al. (2014) - An exploratory investigation of the fish communities associated with reefs on the central Agulhas Bank, South Africa.pdf","Petrus rupestris","H","East",0,"ai","Medium","unspecified","observation","not_applicable","not_applicable","non-kelp","not_applicable","central Agulhas Bank reefs, ~1-110 km offshore, 8-100 m depth","2008-2010 (five two-week trips)","no","Caught over non-kelp hard-substrate reef on the central Agulhas Bank (East, beyond the eastern kelp limit; Table 2). Level-0 observed_alternative on the habitat route. Kelp not present/measured; baited-gear capture is not diet evidence, so no trophic record."
19,"Red steenbras","S0111","R01","Gouws et al. (2020) - High genetic diversity and limited spatial structure of Petrus rupestris.pdf","Petrus rupestris","H","East",0,"ai","Medium","both","observation","not_applicable","not_applicable","non-kelp","not_applicable","Regional; ~25 localities across roughly 1000 km from Arniston/Agulhas Bank (west) to the Transkei (east)","March 2009 to December 2014","no","This is a population-genetics study of red steenbras (Petrus rupestris). Its primary observations are fin-clip collections of the species at ~25 named offshore banks and inshore rocky reefs from Arniston/Agulhas Bank eastward to the Transkei (Table 1; Figure 1, both PDF-verified), all at or east of the Ecklonia maxima eastern limit near Cape Agulhas. Kelp is never mentioned or measured. The collection documents the in-scope species occupying non-kelp reef and offshore-bank habitat, which is an observed_alternative on the habitat route (level 0). No diet or trophic observation is reported, so the trophic route is unassessed and no T record is returned. The introduction's descriptions of juvenile inshore-reef nurseries and adult offshore reefs are attributed to prior publications and are recorded as citation leads, not primary evidence. Region is East because all sampled localities lie at or east of Cape Agulhas, with no west-coast/kelp-coast sampling."
19,"Red steenbras","S0432","R12","Griffiths (2000) - Long-term trends in catch and effort of commercial linefish off South Africa's Cape Province.pdf","Petrus rupestris","H","East",0,"ai","Medium","unspecified","observation","not_applicable","not_applicable","non-kelp","not_applicable","Southern Cape reef complexes (De Hoop, Vlak Bank, Cape Agulhas) at the eastern kelp limit; juveniles nearshore reefs <50 m, adults offshore 50-130 m","Fishery-independent surveys 1931-1933 and 1987-1993","no","The fishery-independent survey documents red steenbras caught on Southern Cape reef complexes (De Hoop, Vlak Bank, Cape Agulhas), at the eastern kelp limit. Non-kelp reef habitat occurrence; kelp not measured or mentioned. Level-0 observed_alternative, habitat route, region East (survey grounds sit at the eastern Ecklonia limit). Diet 'reef fish' (Table VII) is a citation lead."
19,"Red steenbras","S0294","R04","Griffiths & Wilke (2002)-Long term movement patterns of five temperate reef fishes.pdf","Petrus rupestris","H","East",0,"ai","Medium","juvenile","individual","not_applicable","not_applicable","non-kelp","not_applicable","Inshore nursery rocky reefs (10-40 m, <50 m depth) of the central Agulhas Bank","January 1987 - November 1993","no","P. rupestris is documented as a juvenile reef resident on inshore nursery reefs (10-40 m) of the central Agulhas Bank, east of the kelp limit; most recaptures were juveniles. Catch study with habitat context on non-kelp habitat; level-0 observed_alternative on the habitat route. Diet ('reef fishes') is cited only, so the trophic route is unassessed."
19,"Red steenbras","S0130","R27","Hanekom et al. (1997) - Shore-angling catches in the Tsitsikamma National Park, 1989-1995.pdf","Petrus rupestris","H","East",0,"ai","Medium","unspecified","observation","not_applicable","not_applicable","non-kelp","not_applicable","Tsitsikamma National Park, warm-temperate south coast of South Africa","1989-1991 (scientific fishing); 1991-1995 (catch cards)","no","Red steenbras recorded in scientific fishing on the TNP non-kelp coast east of the kelp limit: level 0 observed_alternative, habitat route. Trophic route unassessed."
19,"Red steenbras","S0131","R02","Hanel and Tsigenopoulos (2011) - Phylogeny, evolution, and taxonomy of sparids with some notes on their ecology and biology.pdf","Petrus rupestris","H","Both",0,"human_confirmed","Low","unspecified","observation","not_applicable","not_applicable","non-kelp","not_applicable","Whole-coast generalisation: 'South African coastal areas and estuaries'","Not specified (review generalisation)","yes","The source places Petrus rupestris in South African coastal areas and estuaries. Estuaries are a non-kelp habitat, so this documents an in-scope species occupying a non-kelp habitat in the region, supporting a level-0 observed_alternative on the habitat route. No kelp-structure use (refuge, foraging, settlement, reproduction, hunting) is documented, so no higher level is reachable. It is a coarse secondary generalisation and is flagged for review."
19,"Red steenbras","S0137","R08","Hecht and Tilney (1989) - The Port Alfred fishery.pdf","Petrus rupestris","H","East",0,"ai","Medium","adult","site","not_applicable","not_applicable","non-kelp","not_applicable","Port Alfred–Kenton-on-Sea fishing grounds, offshore reefs/banks; east coast beyond the kelp limit.","Catch composition 1980–1987; sparid data base 1984–1987.","no","Red steenbras is a reef sparid caught in the east-coast Port Alfred fishery with catch share and recruitment lengths; observed in a non-kelp reef habitat with no kelp link, giving a level-0 observed_alternative habitat record."
19,"Red steenbras","S0418","R10","Heyns-Veale et al. (2019) - Community-wide effects of protection reveal insights into marine protected area effectiveness for reef fish.pdf","Petrus rupestris","H","East",0,"ai","Medium","unspecified","observation","not_applicable","not_applicable","non-kelp","not_applicable","Tsitsikamma MPA and adjacent fished site; reef seabed, 10-60 m depth","Stereo-BRUVs sampling trips Feb 2013 and Feb 2014 (Table 1)","no","Red steenbras recorded on non-kelp reef via stereo-BRUVs at Tsitsikamma (east of the kelp limit); kelp not measured or mentioned. Level-0 observed_alternative on the habitat route. Trophic route unassessed. Region 'East'."
19,"Red steenbras","S0142","R08","Heyns‑Veale et al. (2016) - Depth and habitat determine assemblage structure of South Africa’s warm‑temperate reef fish.pdf","Petrus rupestris","H","East",0,"ai","High","both","site","not_applicable","not_applicable","non-kelp","not_applicable","Two reef sites in the Tsitsikamma National Park MPA, South African south coast (ca. 34°01'-34°03'S, 23°52'-23°56'E); species evenly distributed across the sampled depth range 11-75 m; 51 stereo-BRUVs samples across four habitat types.","July 2009 to February 2014; one 60-min stereo-BRUVs deployment per station; spring and summer seasons.","no","A baited stereo-video survey recorded Petrus rupestris evenly across the sampled depth range in the Tsitsikamma National Park MPA, east of the eastern limit of Ecklonia maxima, associated with habitat C (45-55 m), dominated by bryozoans, sponges and hydroids with no algae among the dominant taxa and no kelp named. Kelp is neither measured nor mentioned. This is a documented observation of an in-scope species occupying non-kelp habitat at the sampled place, time and life stage, giving a level-0 observed_alternative record on the habitat route. Specificity is High: lengths are quantified per reef site (36.9 ± 8.7 cm shallow versus 55.4 ± 10.1 cm deep, Pseudo-F1 = 14.033, P < 0.001) and Fig. 6f fixes the life stages. The reported shift in habitat use concerns depth rather than kelp and no available set was measured, so the record does not reach Selection. The trophic route is unassessed: no diet was measured."
19,"Red steenbras","S0298","R32","James et al (2012)-Temporal variability of temperate fish assemblahe in Africas oldest MPA.pdf","Petrus rupestris","H","East",0,"ai","Low","unspecified","observation","not_applicable","not_applicable","non-kelp","not_applicable","~5 km research angling area within the 75 km TNP rocky-reef shoreline","1998–2005 (8 years)","no","Sparsely recorded by shore-angling on the non-kelp East-region reef of TNP; occupancy of non-kelp habitat only. Level-0 observed_alternative on the habitat route; trophic route unassessed."
19,"Red steenbras","S0163","R13","Lechanteur (1999) - The ecology and management of false bay reef fish.pdf","Petrus rupestris","H","West",1,"ai","Low","unspecified","observation","not_applicable","not_applicable","uncertain","within","Single reef complex (Castle Rock MPA), west coast of False Bay","Monthly visual census, Apr 1993 to May 1994","no","Red steenbras was recorded at low abundance across the kelp zone, establishing co-occurrence with kelp. Occurrence is sparse (the species is noted as historically over-exploited), so specificity is Low; no kelp action documented, hence level 1 co-occurrence."
19,"Red steenbras","S0164","R09","Lechanteur and Griffiths (2002) - Composition and seasonal variability of the suprabenthic reef-fish assemblage in False Bay.pdf","Petrus rupestris","H","West",1,"ai","Low","unspecified","site","not_applicable","not_applicable","not_applicable","not_applicable","Single sheltered reef complex (Castle Rock MPA), west coast of False Bay; 0-25 m across six depth strata","Monthly point-count censuses over 14 months, April 1993-May 1994","no","Recorded at trace densities across the Ecklonia/Laminaria kelp strata (>5-16 m), giving habitat co-occurrence with kelp (level 1). No kelp-structure action documented; also present in kelp-free strata."
19,"Red steenbras","S0172","R08","Mann (1992) - Biological aspects of two sparid fishes.pdf","Petrus rupestris","H","East",0,"ai","Low","unspecified","observation","not_applicable","not_applicable","non-kelp","not_applicable","Shore-angling sites along the Tsitsikamma coastline, south-eastern Cape coast","April 1989 to December 1990","no","Petrus rupestris is an in-scope species (model_scope=true) captured by the author while shore angling along the Tsitsikamma coastline, on the south-eastern Cape coast east of the eastern kelp limit (E40). This is the author's own catch observation with habitat context, namely rocky shore and inshore reef, documenting an in-scope species occupying non-kelp habitat at the sampled place and time, which the protocol classifies as a level-0 observed_alternative record on the habitat route. It is not a tested absence, because the source defines no opportunity for a kelp link. Specificity is Low: the statement is passing but codeable, with no catch numbers, effort, life stage or habitat resolution. Specificity does not affect the level. No trophic record is returned for this species: the only diet-relevant statement, that D. sargus remains occur in P. rupestris stomachs, is attributed to Smale (1986) and is therefore a citation lead rather than this source's evidence (E41). A further mention casts P. rupestris as a hypothetical predator limiting juvenile Diplodus distribution, which is speculative, and the Table 18 growth-parameter entry is drawn from another publication and is not route-relevant."
